Date,Open,High,Low,Close,Previous Close,Change,Percent Change,Index Name,Fund Name
2025-06-02,24669.7,24754.4,24526.15,24716.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-03,24786.3,24845.1,24502.15,24542.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-04,24560.45,24644.25,24530.45,24620.2,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-05,24691.2,24899.85,24613.1,24750.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-06,24748.7,25029.5,24671.45,25003.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-09,25160.1,25160.1,25077.15,25103.2,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-10,25196.05,25199.3,25055.45,25104.25,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-11,25134.15,25222.4,25081.3,25141.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-12,25164.45,25196.2,24825.9,24888.2,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-13,24473.0,24754.35,24473.0,24718.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-16,24732.35,24967.1,24703.6,24946.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-17,24977.85,24982.05,24813.7,24853.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-18,24788.35,24947.55,24750.45,24812.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-19,24803.25,24863.1,24733.4,24793.25,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-20,24787.65,25136.2,24783.65,25112.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-23,24939.75,25057.0,24824.85,24971.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-24,25179.9,25317.7,24999.7,25044.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-25,25150.35,25266.8,25125.05,25244.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-26,25268.95,25565.3,25259.9,25549.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-27,25576.65,25654.2,25523.55,25637.8,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-06-30,25661.65,25669.35,25473.3,25517.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-01,25551.35,25593.4,25501.8,25541.8,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-02,25588.3,25608.1,25378.75,25453.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-03,25505.1,25587.5,25384.35,25405.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-04,25428.85,25470.25,25331.65,25461.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-07,25450.45,25489.8,25407.25,25461.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-08,25427.85,25548.05,25424.15,25522.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-09,25514.6,25548.7,25424.35,25476.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-10,25511.65,25524.05,25340.45,25355.25,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-11,25255.5,25322.45,25129.0,25149.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-14,25149.5,25151.1,25001.95,25082.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-15,25089.5,25245.2,25088.45,25195.8,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-16,25196.6,25255.3,25121.05,25212.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-17,25230.75,25238.35,25101.0,25111.45,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-18,25108.55,25144.6,24918.65,24968.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-21,24999.0,25111.4,24882.3,25090.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-22,25166.65,25182.0,25035.55,25060.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-23,25139.35,25233.5,25085.5,25219.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-24,25243.3,25246.25,25018.7,25062.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-25,25010.35,25010.35,24806.35,24837.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-28,24782.45,24889.2,24646.6,24680.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-29,24609.65,24847.15,24598.6,24821.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-30,24890.4,24902.3,24771.95,24855.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-07-31,24642.25,24956.5,24635.0,24768.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-01,24734.9,24784.15,24535.05,24565.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-04,24596.05,24736.25,24554.0,24722.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-05,24720.25,24733.1,24590.3,24649.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-06,24641.35,24671.4,24539.2,24574.2,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-07,24464.2,24634.2,24344.15,24596.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-08,24544.25,24585.5,24337.5,24363.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-11,24371.5,24600.85,24347.45,24585.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-12,24563.35,24702.6,24465.65,24487.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-13,24586.2,24664.55,24535.25,24619.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-14,24607.25,24673.65,24596.9,24631.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-18,24938.2,25022.0,24852.85,24876.95,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-19,24891.35,25012.65,24873.95,24980.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-20,24965.8,25088.7,24929.7,25050.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-21,25142.0,25153.65,25054.9,25083.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-22,25064.15,25084.85,24859.15,24870.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-25,24949.15,25021.55,24894.35,24967.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-26,24899.5,24919.65,24689.6,24712.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-28,24695.8,24702.65,24481.6,24500.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-08-29,24466.7,24572.45,24404.7,24426.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-01,24432.7,24635.6,24432.7,24625.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-02,24653.0,24756.1,24522.35,24579.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-03,24616.5,24737.05,24533.2,24715.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-04,24980.75,24980.75,24708.2,24734.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-05,24818.85,24832.35,24621.6,24741.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-08,24802.6,24885.5,24751.55,24773.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-09,24864.1,24891.8,24814.0,24868.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-10,24991.0,25035.7,24915.05,24973.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-11,24945.5,25037.3,24940.15,25005.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-12,25074.45,25139.45,25038.05,25114.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-15,25118.9,25138.45,25048.75,25069.2,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-16,25073.6,25261.4,25070.45,25239.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-17,25276.6,25346.5,25275.35,25330.25,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-18,25441.05,25448.95,25329.75,25423.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-19,25410.2,25431.4,25286.3,25327.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-22,25238.1,25331.7,25151.05,25202.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-23,25209.0,25261.9,25084.65,25169.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-24,25108.75,25149.85,25027.45,25056.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-25,25034.5,25092.7,24878.3,24890.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-26,24818.55,24868.6,24629.45,24654.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-29,24728.55,24791.3,24606.2,24634.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-09-30,24691.95,24731.8,24587.7,24611.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-01,24620.55,24867.95,24605.95,24836.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-03,24759.55,24904.8,24747.55,24894.25,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-06,24916.55,25095.95,24881.65,25077.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-07,25085.3,25220.9,25076.3,25108.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-08,25079.75,25192.5,25008.5,25046.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-09,25074.3,25199.25,25024.3,25181.8,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-10,25167.65,25330.75,25156.85,25285.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-13,25177.3,25267.3,25152.3,25227.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-14,25277.55,25310.35,25060.55,25145.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-15,25181.95,25365.15,25159.35,25323.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-16,25394.9,25625.4,25376.85,25585.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-17,25546.85,25781.5,25508.6,25709.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-20,25824.6,25926.2,25788.5,25843.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-21,25901.2,25934.35,25825.8,25868.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-23,26057.2,26104.2,25862.45,25891.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-24,25935.1,25944.15,25718.2,25795.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-27,25843.2,26005.95,25827.0,25966.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-28,25939.95,26041.7,25810.05,25936.2,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-29,25982.0,26097.85,25960.3,26053.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-30,25984.4,26032.05,25845.25,25877.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-10-31,25863.8,25953.75,25711.2,25722.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-03,25696.85,25803.1,25645.5,25763.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-04,25744.75,25787.4,25578.4,25597.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-06,25593.35,25679.15,25491.55,25509.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-07,25433.8,25551.25,25318.45,25492.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-10,25503.5,25653.45,25503.5,25574.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-11,25617.0,25715.8,25449.25,25694.95,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-12,25834.3,25934.55,25781.15,25875.8,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-13,25906.1,26010.7,25808.4,25879.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-14,25767.9,25940.2,25740.8,25910.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-17,25948.2,26024.2,25906.35,26013.45,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-18,26021.8,26029.85,25876.5,25910.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-19,25918.1,26074.65,25856.2,26052.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-20,26132.1,26246.65,26063.2,26192.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-21,26109.55,26179.2,26052.2,26068.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-24,26122.8,26142.8,25912.15,25959.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-25,25998.5,26032.6,25857.5,25884.8,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-26,25842.95,26215.15,25842.95,26205.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-27,26261.25,26310.45,26141.9,26215.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-11-28,26237.45,26280.75,26172.4,26202.95,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-01,26325.8,26325.8,26124.2,26175.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-02,26087.95,26154.6,25997.85,26032.2,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-03,26004.9,26066.45,25891.0,25986.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-04,25981.85,26098.25,25938.95,26033.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-05,25999.8,26202.6,25985.35,26186.45,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-08,26159.8,26178.7,25892.25,25960.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-09,25867.1,25923.65,25728.0,25839.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-10,25864.05,25947.65,25734.55,25758.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-11,25771.4,25922.8,25693.25,25898.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-12,25971.2,26057.6,25938.45,26046.95,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-15,25930.05,26047.15,25904.75,26027.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-16,25951.5,25980.75,25834.35,25860.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-17,25902.4,25929.15,25770.35,25818.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-18,25764.7,25902.35,25726.3,25815.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-19,25911.5,25993.35,25880.45,25966.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-22,26055.85,26180.7,26047.8,26172.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-23,26205.2,26233.55,26119.05,26177.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-24,26170.65,26236.4,26123.0,26142.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-26,26121.25,26144.2,26008.6,26042.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-29,26063.35,26106.8,25920.3,25942.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-30,25940.9,25976.75,25878.0,25938.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2025-12-31,25971.05,26187.95,25969.0,26129.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-01,26173.3,26197.55,26113.4,26146.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-02,26155.1,26340.0,26118.4,26328.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-05,26333.7,26373.2,26210.05,26250.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-06,26189.7,26273.95,26124.75,26178.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-07,26143.1,26187.15,26067.9,26140.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-08,26106.5,26133.2,25858.45,25876.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-09,25840.4,25940.6,25623.0,25683.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-12,25669.05,25813.15,25473.4,25790.25,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-13,25897.35,25899.8,25603.3,25732.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-14,25648.55,25791.75,25603.95,25665.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-16,25696.05,25873.5,25662.4,25694.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-19,25653.1,25653.3,25494.35,25585.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-20,25580.3,25585.0,25171.35,25232.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-21,25141.0,25300.95,24919.8,25157.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-22,25344.15,25435.75,25168.5,25289.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-23,25344.6,25347.95,25025.3,25048.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-27,25063.35,25246.65,24932.55,25175.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-28,25258.85,25372.1,25187.65,25342.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-29,25345.0,25458.15,25159.8,25418.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-01-30,25247.55,25370.7,25213.65,25320.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-01,25333.75,25440.9,24571.75,24825.45,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-02,24796.5,25108.1,24679.4,25088.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-03,26308.05,26341.2,25641.3,25727.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-04,25675.05,25818.55,25563.95,25776.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-05,25755.9,25757.65,25579.5,25642.8,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-06,25605.8,25703.95,25491.9,25693.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-09,25888.7,25922.25,25780.9,25867.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-10,25922.65,25989.45,25870.45,25935.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-11,25997.45,26009.4,25899.8,25953.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-12,25906.7,25906.7,25752.4,25807.2,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-13,25571.15,25630.35,25444.3,25471.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-16,25423.6,25697.0,25372.7,25682.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-17,25637.95,25764.4,25570.3,25725.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-18,25752.65,25828.05,25645.15,25819.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-19,25873.35,25885.3,25388.75,25454.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-20,25406.55,25663.55,25379.75,25571.25,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-23,25678.4,25771.45,25609.35,25713.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-24,25641.8,25641.8,25327.6,25424.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-25,25512.6,25652.6,25428.2,25482.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-26,25556.3,25572.95,25400.95,25496.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-02-27,25459.85,25476.4,25141.3,25178.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-02,24659.25,24989.35,24603.5,24865.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-04,24388.8,24602.45,24305.4,24480.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-05,24615.95,24854.2,24529.4,24765.9,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-06,24656.4,24700.8,24415.75,24450.45,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-09,23868.05,24078.15,23697.8,24028.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-10,24280.8,24303.8,24079.95,24261.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-11,24231.85,24299.0,23834.3,23866.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-12,23674.85,23833.15,23556.3,23639.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-13,23462.5,23492.4,23112.0,23151.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-16,23116.1,23502.0,22955.25,23408.8,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-17,23493.2,23656.8,23346.6,23581.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-18,23632.9,23862.25,23618.45,23777.8,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-19,23197.75,23378.7,22930.35,23002.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-20,23110.15,23345.15,23067.6,23114.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-23,22824.35,22851.7,22471.25,22512.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-24,22878.45,23057.3,22624.2,22912.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-25,23064.4,23465.35,23063.2,23306.45,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-27,23173.55,23186.1,22804.55,22819.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-03-30,22549.65,22714.1,22283.85,22331.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-01,22899.0,22941.3,22618.6,22679.4,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-02,22383.4,22782.3,22182.55,22713.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-06,22780.3,22998.35,22542.95,22968.25,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-07,22838.7,23153.85,22719.3,23123.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-08,23855.15,24025.15,23828.5,23997.35,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-09,23909.05,23990.75,23682.8,23775.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-10,23880.55,24074.05,23856.35,24050.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-13,23589.6,23907.4,23555.6,23842.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-15,24163.8,24280.9,24145.8,24231.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-16,24385.2,24400.95,24102.8,24196.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-17,24165.9,24371.9,24096.05,24353.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-20,24391.5,24480.65,24241.25,24364.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-21,24374.55,24601.7,24354.9,24576.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-22,24470.85,24515.95,24352.9,24378.1,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-23,24202.35,24310.2,24134.8,24173.05,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-24,24100.55,24206.0,23813.65,23897.95,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-27,23945.45,24130.7,23936.2,24092.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-28,24049.9,24181.8,23957.05,23995.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-29,24096.9,24334.7,24059.95,24177.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-04-30,23996.95,24087.45,23796.85,23997.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-01,11981.16,12018.38,11922.12,12016.67,12000.0,16.67,0.1389,NIFTY 50,NIFTY 50
2026-05-04,24063.55,24290.2,24004.75,24119.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-05,24052.6,24081.7,23882.05,24032.8,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-06,24171.0,24356.5,23997.9,24330.95,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-07,24398.5,24482.1,24284.0,24326.65,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-08,24233.65,24253.8,24126.65,24176.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-11,23970.1,23997.45,23799.1,23815.85,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-12,23722.6,23757.55,23348.4,23379.55,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-13,23362.45,23582.95,23262.55,23412.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-14,23530.25,23777.2,23426.55,23689.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-15,23731.4,23839.3,23610.3,23643.5,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-18,23482.2,23695.65,23317.1,23649.95,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-19,23675.3,23782.3,23587.2,23618.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-20,23457.25,23690.9,23397.3,23659.0,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-21,23830.05,23859.9,23596.6,23654.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-22,23671.2,23835.65,23671.0,23719.3,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-25,23940.25,24054.45,23922.85,24031.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-26,24004.1,24089.8,23885.45,23913.7,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-27,23880.35,23983.2,23858.25,23907.15,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-05-29,23902.15,24002.8,23484.75,23547.75,0.0,0.0,0.0,NIFTY 50,NIFTY 50
2026-06-01,23654.5,23733.7,23357.95,23382.6,0.0,0.0,0.0,NIFTY 50,NIFTY 50
